,M,R,p_c,a
7354,4.797607809387023,12.713955389981251,8.607252177508068,52.4
7355,4.808451845584924,12.66807479982271,8.859895154439199,52.4
7356,4.818887008494813,12.621873587677655,9.11995379347436,52.4
7357,4.828919296007194,12.575367278647667,9.387645761635648,52.4
7358,4.838554659650957,12.528571444333492,9.663195114981212,52.4
7359,4.847799088969899,12.481500985064795,9.946832486138383,52.4
7360,4.856658765204863,12.434170285779828,10.238795277341367,52.4
7361,4.865139876012496,12.38659297123326,10.53932785913506,52.4
7362,4.873248528044246,12.338782487400747,10.848681774911224,52.4
7363,4.880991199430126,12.290751014513104,11.167115951448347,52.4
7364,4.8883769444531575,12.242509630827138,11.494896915631248,52.4
7365,4.895413254542725,12.194068975637478,11.832299017532051,52.4
7366,4.9021045446569165,12.145439866066644,12.179604660038986,52.4
7367,4.908455496200779,12.096632298624865,12.537104535225325,52.4
7368,4.914471142974755,12.047655052000396,12.905097867656426,52.4
7369,4.920156817932113,11.998516483622716,13.283892664838282,52.4
7370,4.925518193360835,11.94922391108148,13.673805975017364,52.4
7371,4.930567035727157,11.899725746084693,14.075164152547524,52.4
7372,4.935315088528582,11.8499713379427,14.488303131045932,52.4
7373,4.939772759809066,11.799963208151496,14.91356870456695,52.4
7374,4.94394737140349,11.749705098402972,15.351316817028975,52.4
7375,4.947845150114474,11.699201577793431,15.801913860136628,52.4
7376,4.951472226517272,11.648457658622428,16.265736980047816,52.4
7377,4.954835167772825,11.597478461105228,16.743174393041997,52.4
7378,4.957940599145928,11.546269288465355,17.234625710454168,52.4
7379,4.960795299350223,11.494835507822946,17.7405022731464,52.4
7380,4.963406228665673,11.443182199499155,18.261227495796813,52.4
7381,4.965778771924638,11.39131520478982,18.7972372212944,52.4
7382,4.967918790875936,11.339240298774625,19.348980085536063,52.4
7383,4.969833669731223,11.286962595561876,19.916917892931195,52.4
7384,4.97153021199053,11.234487356157592,20.501526002928472,52.4
7385,4.973015198493564,11.181819917119784,21.103293727887856,52.4
7386,4.974295424081548,11.128965663795267,21.722724742631183,52.4
7387,4.975377536321381,11.075929870580044,22.36033750601404,52.4
7388,4.976267984169649,11.022717792456932,23.01666569487159,52.4
7389,4.976973355573149,10.96933483811266,23.69225865070205,52.4
7390,4.977500372674343,10.915786324052206,24.387681839461088,52.4
7391,4.977855741863001,10.862077387597711,25.10351732485225,52.4
7392,4.978046060624242,10.808171166473935,25.840364255509847,52.4
7393,4.9780773926948365,10.753990655477175,26.59883936648153,52.4
7394,4.977955121444697,10.699524067769659,27.379577495430635,52.4
7395,4.977684540993988,10.644761537341024,28.183232113990325,52.4
7396,4.9772709323034094,10.589694243844573,29.01047587471407,52.4
7397,4.976719546962109,10.534314092293496,29.86200117408067,52.4
7398,4.97603558389304,10.478614335721383,30.738520732024543,52.4
7399,4.975224214323089,10.422589011554551,31.640768188476557,52.4
7400,0.5722098020644582,14.138078270706972,0.1,54.0
7401,0.5859951031792687,14.118191834601408,0.10293239823294575,54.0
7402,0.6000566695678161,14.100282105085517,0.10595078605985735,54.0
7403,0.614417357795966,14.084148024575926,0.10905768503806874,54.0
7404,0.6290531583484549,14.069727667894664,0.11225569066701661,54.0
7405,0.6439895772770953,14.056952692056312,0.11554747455651725,54.0
7406,0.6592072211904153,14.045971187064003,0.118935786658626,54.0
7407,0.6747101554517712,14.036804154578046,0.12242345756494367,54.0
7408,0.6905691269703118,14.029348699941458,0.1260134008712892,54.0
7409,0.7067792504781634,14.023651870271596,0.1297086156117137,54.0
7410,0.7233460343951874,14.019471953754804,0.13351218876389004,54.0
7411,0.7402877422855555,14.016594244290836,0.13742729782796953,54.0
7412,0.7576050455935092,14.014874740433612,0.141457213481062,54.0
7413,0.7752777925753375,14.014217445354568,0.14560530230955496,54.0
7414,0.7933254912281665,14.014500148542496,0.1498750296215557,54.0
7415,0.8117794183612876,14.015550090121152,0.15426996234180512,54.0
7416,0.830577013608318,14.017512946381643,0.15879377199148229,54.0
7417,0.8497666925223163,14.020202264249775,0.16345023775538844,54.0
7418,0.8693299657553177,14.023698612465644,0.16824324963907308,54.0
7419,0.8893098189502646,14.027837486154027,0.1731768117185398,54.0
7420,0.9096192006654968,14.032840410530824,0.17825504548524607,54.0
7421,0.9303471456624157,14.038440979184896,0.18348219328919207,54.0
7422,0.95142503769057,14.044839742812743,0.1888626218829744,54.0
7423,0.9729394837432865,14.051771525485728,0.19440082606976575,54.0
